,contractor,country,value_in_euro,order_purpose,period_start,period_end,year
2553,,TUR,683776,FUEL POINT CONSTRUCTION,2014-07-14,2014-12-14,2014
2554,ITHALAT,,,,2014-07-14,2014-12-14,2014
2555,HAZMATLINK LTD,GBR,418000,AHURA FIRST DEFENDER RMX,2014-07-14,2014-12-14,2014
2556,HECKLER & KOCH FRANCE SAS,FRA,176347,SUPPLY OF AMMUNITION,2014-07-14,2014-12-14,2014
2557,HECKLER & KOCH GMBH,DEU,137332,"SUPPRESSOR,SMALL ARMS WEAPON",2014-07-14,2014-12-14,2014
2558,HECKLER & KOCH GMBH,DEU,1728975,WEAPON,2014-07-14,2014-12-14,2014
2559,HELIAVIAS HAVA DIS TICARET,TUR,78946,"RING,RETAINING",2014-07-14,2014-12-14,2014
2560,HELIAVIAS HAVA DIS TICARET,TUR,86214,"LIGHT,LANDING,AIRCRAFT",2014-07-14,2014-12-14,2014
2561,HELIAVIAS HAVA DIS TICARET,TUR,88202,"AXLE,SHOULDERED",2014-07-14,2014-12-14,2014
2562,HELIAVIAS HAVA DIS TICARET,TUR,89131,"PUMP, FUEL",2014-07-14,2014-12-14,2014
2563,HELIAVIAS HAVA DIS TICARET,TUR,91170,"SWASHPLATE,CONTROLLABLE",2014-07-14,2014-12-14,2014
2564,HELIAVIAS HAVA DIS TICARET,TUR,99369,"PLUG,PROTECTIVE,DUST AND MOISTURE SEAL",2014-07-14,2014-12-14,2014
2565,HELIAVIAS HAVA DIS TICARET,TUR,107670,INDICATOR ASSEMBLY,2014-07-14,2014-12-14,2014
2566,HELIAVIAS HAVA DIS TICARET,TUR,112098,"BEARING,ROLLER,CYLINDRICAL",2014-07-14,2014-12-14,2014
2567,HELIAVIAS HAVA DIS TICARET,TUR,118905,"SENSOR,AMBIENT TEMPERATURE",2014-07-14,2014-12-14,2014
2568,HELIAVIAS HAVA DIS TICARET,TUR,139292,"TRANSPONDER,RADAR",2014-07-14,2014-12-14,2014
2569,HELIAVIAS HAVA DIS TICARET,TUR,140999,"BEARING,BALL,ANNULAR",2014-07-14,2014-12-14,2014
2570,HELIAVIAS HAVA DIS TICARET,TUR,144584,"SWITCH,SENSITIVE",2014-07-14,2014-12-14,2014
2571,HELIAVIAS HAVA DIS TICARET,TUR,148117,AIRCRAFT GAS TURBINE ENGINE DIFFUSER,2014-07-14,2014-12-14,2014
2572,HELIAVIAS HAVA DIS TICARET,TUR,171042,"TRANSMITTER, FUEL GA",2014-07-14,2014-12-14,2014
2573,HELIAVIAS HAVA DIS TICARET,TUR,366660,SPROCKET WHEEL,2014-07-14,2014-12-14,2014
2574,HELIAVIAS HAVA DIS TICARET,TUR,373096,"DISPLAY UNIT,FLIGHT INFORMATION",2014-07-14,2014-12-14,2014
2575,HELIAVIAS HAVA DIS TICARET,TUR,390520,ROTARY RUDDER BLADE,2014-07-14,2014-12-14,2014
2576,HELIAVIAS HAVA DIS TICARET,TUR,391100,GEARSHAFT,2014-07-14,2014-12-14,2014
2577,HELPELEK SA,BEL,104198,NON RECHARGEABLE BATTERY,2014-07-14,2014-12-14,2014
2578,HERKULES FAHRZEUGLOGISTIK,,,,2014-07-14,2014-12-14,2014
2579,,DEU,180010,NON RECHARGEABLE BATTERY,2014-07-14,2014-12-14,2014
2580,GMBH,,,,2014-07-14,2014-12-14,2014
2581,HESCO BASTION LTD,GBR,2305422,BLAST PROTECTION BARRIER,2014-07-14,2014-12-14,2014
2582,HEWLETT-PACKARD LUXEMBOURG,,,,2014-07-14,2014-12-14,2014
2583,,LUX,180992,HP DATA PROTECTOR SUPPORT,2014-07-14,2014-12-14,2014
2584,SCA,,,,2014-07-14,2014-12-14,2014
2585,HEXAGON METROLOGY BV,NLD,234479,"THEODOLITE,SURVEYING",2014-07-14,2014-12-14,2014
2586,HOGAN LOVELLS (PARIS) LLP,FRA,100000,LEGAL SUPPORT SERVICES,2014-07-14,2014-12-14,2014
2587,IMS-GRIFFIN SP. Z O.O.,POL,7278002,"KIT, JIM LR FUSION, BINOCULAR, INFRARED",2014-07-14,2014-12-14,2014
2588,INDRA SISTEMAS SA,ESP,3070739,MAINTENANCE,2014-07-14,2014-12-14,2014
2589,INHAM HI SAFE SYSTEMS BV,NLD,329600,UPGRADE OF THE RSRP RADAR FSS,2014-07-14,2014-12-14,2014
2590,INTEGRATED PROCUREMENT,,,AIRCRAFT OXYGEN SYSTEM COMPONENTS,2014-07-14,2014-12-14,2014
2591,TECHNOLOGIES,USA,84424,TEST STAND,2014-07-14,2014-12-14,2014
2592,INTEGRATED PROCUREMENT,,,,2014-07-14,2014-12-14,2014
2593,,USA,106258,"PHASE SHIFTER,ELECTRONIC",2014-07-14,2014-12-14,2014
2594,TECHNOLOGIES,,,,2014-07-14,2014-12-14,2014
2595,INTEGRATED PROCUREMENT,,,,2014-07-14,2014-12-14,2014
2596,,USA,124633,"GENERATOR,OXYGEN-NITROGEN",2014-07-14,2014-12-14,2014
2597,TECHNOLOGIES,,,,2014-07-14,2014-12-14,2014
2598,INTEGRATED PROCUREMENT,,,,2014-07-14,2014-12-14,2014
2599,,USA,324918,"LIGHT,NAVIGATIONAL,AIRCRAFT",2014-07-14,2014-12-14,2014
2600,TECHNOLOGIES,,,,2014-07-14,2014-12-14,2014
2601,INTEGRATED PROCUREMENT,,,,2014-07-14,2014-12-14,2014
2602,,USA,336509,"TEST SET,SYNCHRO",2014-07-14,2014-12-14,2014
2603,TECHNOLOGIES,,,,2014-07-14,2014-12-14,2014
2604,INTEGRATED PROCUREMENT,,,,2014-07-14,2014-12-14,2014
2605,,USA,738805,RAIDER / INTRUDER 300 FREE FALL SYSTEM,2014-07-14,2014-12-14,2014
2606,TECHNOLOGIES,,,,2014-07-14,2014-12-14,2014
2607,INTEGRATED PROCUREMENT,,,,2014-07-14,2014-12-14,2014
2608,,USA,1192884,T-11 PERSONNEL PARACHUTES,2014-07-14,2014-12-14,2014
2609,TECHNOLOGIES,,,,2014-07-14,2014-12-14,2014
2610,JC BAMFORD EXCAVATORS LTD,GBR,1264074,DRIVE TRAIN PACKAGE,2014-07-14,2014-12-14,2014
2611,KANK SA,GRC,113213,"MANUAL PALETTE JACK, CAPACITY 1-2 TON",2014-07-14,2014-12-14,2014
2612,KARBOX SRO,CZE,109341,"WORKSHOP, OFFICE, STORAGE CONTAINER",2014-07-14,2014-12-14,2014
2613,KESZ KOZEP EUROPAI EPITO ES,HUN,25796873,SAC HANGAR PH2 EXTERNAL WORKS,2014-07-14,2014-12-14,2014
2614,KEYSIGHT TECHNOLOGIES BELGIUM,BEL,96586,MICROWAVE ANALOG SIGNAL GENERATOR,2014-07-14,2014-12-14,2014
2615,KRAUSS-MAFFEI WEGMANN GMBH &,,,,2014-07-14,2014-12-14,2014
2616,,DEU,86250,"DAMPER, UPSTOP, HYD",2014-07-14,2014-12-14,2014
2617,CO KG,,,,2014-07-14,2014-12-14,2014
2618,KRAUSS-MAFFEI WEGMANN GMBH &,,,,2014-07-14,2014-12-14,2014
2619,,DEU,86492,"BELT,VEHICULAR SAFETY",2014-07-14,2014-12-14,2014
2620,CO KG,,,,2014-07-14,2014-12-14,2014
2621,KRAUSS-MAFFEI WEGMANN GMBH &,,,,2014-07-14,2014-12-14,2014
2622,,DEU,162106,"ADAPTER,TORQUE WRENCH",2014-07-14,2014-12-14,2014
2623,CO KG,,,,2014-07-14,2014-12-14,2014
2624,KRAUSS-MAFFEI WEGMANN GMBH &,,,,2014-07-14,2014-12-14,2014
2625,,DEU,315829,"PANEL,BODY,VEHICULAR",2014-07-14,2014-12-14,2014
2626,CO KG,,,,2014-07-14,2014-12-14,2014
2627,KUANTA INSAAT TAAHHUT,,,,2014-07-14,2014-12-14,2014
2628,,TUR,1571457,ACCESS CONTROL POINT PROTECTION,2014-07-14,2014-12-14,2014
2629,ELEKTRONIK,,,,2014-07-14,2014-12-14,2014
2630,KWD MANUFACTURING INC,USA,98782,"TOWBAR,AIRCRAFT",2014-07-14,2014-12-14,2014
2631,L-3 COMMUNICATIONS CORP,USA,189492,"ILLUMINATOR,LA5PEQ BLACK",2014-07-14,2014-12-14,2014
2632,L-3 COMMUNICATIONS CORP,USA,452319,THERMAL IMAGING SYSTEM,2014-07-14,2014-12-14,2014
2633,LEKTRON INC,USA,262619,"MOTOR,ALTERNATING CURRENT",2014-07-14,2014-12-14,2014
2634,LOCKHEED MARTIN CORP,USA,652818,POWER SUPPLY,2014-07-14,2014-12-14,2014
2635,LOCKHEED MARTIN OVERSEAS,,,,2014-07-14,2014-12-14,2014
2636,CORP,USA,761508,"ATTENUATOR,VARIABLE",2014-07-14,2014-12-14,2014
2637,M INTERNATIONAL EXPORT,USA,218107,"GEARSHAFT,HELICAL",2014-07-14,2014-12-14,2014
2638,M INTERNATIONAL EXPORT,USA,543043,"NOZZLE,TURBINE,AIRCRAFT GAS TURBINE ENGI",2014-07-14,2014-12-14,2014
2639,MANITEX LIFTKING ULC,CAN,504700,TELESCOPIC FORKLIFT,2014-07-14,2014-12-14,2014
2640,MANITOU BF,FRA,902322,ROUGH TERRAIN FORKLIFT AND ASSOC. EQUIP.,2014-07-14,2014-12-14,2014
2641,MARKET EPITO ZRT,HUN,141775,SAC HANGAR COMPLEX SITE PREP. (PH1),2014-07-14,2014-12-14,2014
2642,MBDA DEUTSCHLAND GMBH,DEU,79255,MBDA PDB-7.1 AND PDB6.5.3 UAT,2014-07-14,2014-12-14,2014
2643,MBDA DEUTSCHLAND GMBH,DEU,106480,LOGISTIC SUPT PDB-8 DEVELOPMENTAL TEST,2014-07-14,2014-12-14,2014
2644,MBDA FRANCE,FRA,10787000,PREPARATION PHASE,2014-07-14,2014-12-14,2014
2645,MED-ENG LLC,USA,98522,"BODY ARMOR OUTFIT,EXPLOSIVE ORDNANCE DISPOSAL SUIT",2014-07-14,2014-12-14,2014
2646,MEILHAUS ELECTRONIC GMBH,DEU,83880,GPIB BUS EXTENDER,2014-07-14,2014-12-14,2014
2647,METALLURGICA ABRUZZESE SPA,ITA,1012606,SECURITY FENCE,2014-07-14,2014-12-14,2014
2648,METALWAY SRL,ITA,2759297,PROVISION OF BEDDING & LINEN,2014-07-14,2014-12-14,2014
2649,MHD-ROCKLAND,CAN,343203,"ROTOR,COMPRESSOR,GAS TURBINE ENGINE",2014-07-14,2014-12-14,2014
2650,MHD-ROCKLAND,CAN,4224282,"SUPPLY OF HEAD, OPTICAL RECONNAISSANCE FOR P3-C ORION",2014-07-14,2014-12-14,2014
2651,MICROSEMI FREQUENCY AND TIME,,,,2014-07-14,2014-12-14,2014
2652,,USA,202809,MODEL XLI SAASM GBGRAM 1U,2014-07-14,2014-12-14,2014
2653,CORP,,,,2014-07-14,2014-12-14,2014
2654,MPD INC,USA,136598,ELECTRON TUBE,2014-07-14,2014-12-14,2014
2655,NATIONAL INSTRUMENTS BELGIUM,,,,2014-07-14,2014-12-14,2014
2656,,BEL,285790,NI PXIE-8840 CORE I5 4400E 2.7GHZ DUAL C,2014-07-14,2014-12-14,2014
2657,NV,,,,2014-07-14,2014-12-14,2014
2658,NILFISK FRANCE,FRA,236340,NETTOYEUSE HAUTE PRESSION,2014-07-14,2014-12-14,2014
2659,NOBEL SPORT,FRA,340000,SUPPLY OF AMMUNITION,2014-07-14,2014-12-14,2014
2660,NONLETHAL TECHNOLOGIES INC,USA,87243,SUPPLY OF AMMUNITION,2014-07-14,2014-12-14,2014
2661,NORTHROP GRUMMAN,USA,91551,"HOSE ASSEMBLY,METALLIC",2014-07-14,2014-12-14,2014
2662,OBERLAND ARMS,DEU,255353,"SIGHT,INFINITY ELCAN SPECTER DR OPTICAL",2014-07-14,2014-12-14,2014
2663,ODYSSEY ELECTRONICS INC,USA,83601,SWITCH ROTARY,2014-07-14,2014-12-14,2014
2664,OFFICINA AUTOELETTRICA,,,,2014-07-14,2014-12-14,2014
2665,GROSSETANA,ITA,453250,SISTEMA,2014-07-14,2014-12-14,2014
2666,OFFICINE FONDERIE PATRONE SPA,ITA,516000,CONTAINER,2014-07-14,2014-12-14,2014
2667,ORKAL INDUSTRIES LLC,USA,379774,"MOTOR,CONTROL",2014-07-14,2014-12-14,2014
2668,PACIFIC PROPELLER,,,,2014-07-14,2014-12-14,2014
2669,,USA,896466,"PROPELLER,AIRCRAFT",2014-07-14,2014-12-14,2014
2670,INTERNATIONAL LLC,,,,2014-07-14,2014-12-14,2014
2671,PARAFLY SA,ESP,125255,PILOT CHUTE,2014-07-14,2014-12-14,2014
2672,PARKER-HANNIFIN GMBH,DEU,263240,"PUMP,HYDRAULIC",2014-07-14,2014-12-14,2014
2673,PARTYARD LDA,PRT,100600,AIR DATA UNIT,2014-07-14,2014-12-14,2014
2674,PARTYARD LDA,PRT,320601,INDUSTRIAL SIZED SHREDDERS,2014-07-14,2014-12-14,2014
2675,PENTECOM LLC,USA,392648,ITD PROJECT,2014-07-14,2014-12-14,2014
2676,PENTECOM LLC,USA,1696203,CONVERSION OF ITD GRAPHICS,2014-07-14,2014-12-14,2014
2677,PHOTONIS USA PENNSYLVANIA INC,USA,100899,ELECTRON TUBE,2014-07-14,2014-12-14,2014
2678,PLAY AV,BEL,158679,REPLACEMENT OF CONFERENCE CENTRE EQUIPMENT,2014-07-14,2014-12-14,2014
2679,POLLUTION SRL,ITA,260000,CBRN AIRBORNE IDENTIFICATION SYSTEM,2014-07-14,2014-12-14,2014
2680,PRAMACOM-HT,CZE,2184510,MONOCHROME NIGHT VISION DEVICE & JIGS,2014-07-14,2014-12-14,2014
2681,PRATT & WHITNEY CANADA,GBR,238571,"ENGINE,AIRCRAFT,TURBO-PROP",2014-07-14,2014-12-14,2014
2682,PRIMETAKE LTD,GBR,302723,SUPPLY OF AMMUNITION,2014-07-14,2014-12-14,2014
2683,PROCOMM-MMC,FRA,357135,PACK SI-OPS,2014-07-14,2014-12-14,2014
2684,PROCOMM-MMC,FRA,729994,INSTALLATION & FOURNITURES DE - STREAMCOS,2014-07-14,2014-12-14,2014
2685,RAYTHEON CO,USA,21717725,"AIRFOIL GROUP (AFG), MXU-650 C/B",2014-07-14,2014-12-14,2014
2686,RAYTHEON COMPANY,USA,88379,RF TEST CABLESPORTER,2014-07-14,2014-12-14,2014
2687,RECOTECH AB,SWE,106955,HAW WING LIFTING SYSTEM W40-17H-500,2014-07-14,2014-12-14,2014
2688,RENAULT TRUCKS DEFENSE,FRA,233043,PROCUREMENT OF RENAULT SHERPA,2014-07-14,2014-12-14,2014
2689,REPAIRCRAFT PLC,GBR,155281,SUPPLY OF SPARE PARTS FOR MK88A HELICOPTER ENGINE,2014-07-14,2014-12-14,2014
2690,RFD BEAUFORT LTD,GBR,175058,"LIFE-SAVING SUIT, SEIE MK11",2014-07-14,2014-12-14,2014
2691,RFD BEAUFORT LTD,GBR,380561,LIFE-SAVING SUIT,2014-07-14,2014-12-14,2014
2692,RHEINMETALL LANDSYSTEME GMBH,DEU,83400,"TORQUE ROD,TANDEM AXLE",2014-07-14,2014-12-14,2014
2693,RHEINMETALL LANDSYSTEME GMBH,DEU,86380,"FILTER ELEMENT,INTAKE AIR CLEANER",2014-07-14,2014-12-14,2014
2694,RHEINMETALL LANDSYSTEME GMBH,DEU,209763,"TANK,FUEL,ENGINE",2014-07-14,2014-12-14,2014
2695,RHEINMETALL MAN MILITARY,,,,2014-07-14,2014-12-14,2014
2696,VEHICLES,DEU,98039,"ADJUSTER,VEHICULAR SEAT.",2014-07-14,2014-12-14,2014
2697,RODA COMPUTER GMBH,DEU,289940,"TABLET, PC RUGGEDIZED",2014-07-14,2014-12-14,2014
2698,ROHDE & SCHWARZ GMBH & CO KG,DEU,87259,"COOLER,AIR,ELECTRONIC EQUIPMENT",2014-07-14,2014-12-14,2014
2699,ROLLS-ROYCE,GBR,222036,SUPPLY OF SPARE PARTS FOR MK88A HELICOPTER ENGINE,2014-07-14,2014-12-14,2014
2700,ROLLS-ROYCE,GBR,1251175,SUPPLY OF SPARE PARTS FOR MK88A HELICOPTER ENGINE,2014-07-14,2014-12-14,2014
2701,ROLLS-ROYCE,GBR,2798715,SUPPLY OF SPARE PARTS FOR MK88A HELICOPTER ENGINE,2014-07-14,2014-12-14,2014
2702,ROLLS-ROYCE,GBR,6003271,SUPPLY OF SPARE PARTS FOR MK88A HELICOPTER ENGINE,2014-07-14,2014-12-14,2014
2703,ROLLS-ROYCE,GBR,68402566,SUPPLY OF SPARE PARTS FOR MK88A HELICOPTER ENGINE,2014-07-14,2014-12-14,2014
2704,RUAG AMMOTEC GMBH,DEU,4545720,SUPPLY OF AMMUNITION,2014-07-14,2014-12-14,2014
2705,SAAB DYNAMICS AB,SWE,81750,SUPPLY OF AMMUNITION,2014-07-14,2014-12-14,2014
2706,SAAB DYNAMICS AB,SWE,2564746,SUPPLY OF AMMUNITION,2014-07-14,2014-12-14,2014
2707,SAFRAN POWER UK LTD,GBR,87374,BEARING BALL,2014-07-14,2014-12-14,2014
2708,SAFT AMERICA INC,USA,202528,UPGRADED CONTROL ELECTRONICS UNIT (CEU),2014-07-14,2014-12-14,2014
2709,SAPL,FRA,239088,SUPPLY OF AMMUNITION,2014-07-14,2014-12-14,2014
2710,SAPRISTIC LUXEMBOURG,LUX,139783,SAP CONSULTANCY SERVICES NFH,2014-07-14,2014-12-14,2014
2711,SCANDINAVIAN BUNKERING AS,NOR,201620,"TCG KEMALREIS, PONTA DELGADO AZORES",2014-07-14,2014-12-14,2014
2712,SCHALL M. GMBH & CO KG,DEU,6459590,TENT,2014-07-14,2014-12-14,2014
2713,SECAMIC,FRA,85301,CARTRIDGE ACTUATED THRUSTER,2014-07-14,2014-12-14,2014
2714,SELEX ES LTD,GBR,160792,ELECTRON TUBE,2014-07-14,2014-12-14,2014
2715,SELEX ES SPA,ITA,124318,DEVELOPMENT OF SCAN TO SCAN CORRELATOR,2014-07-14,2014-12-14,2014
2716,SELLIER & BELLOT TRADE JSC,CZE,91996,SUPPLY OF AMMUNITION,2014-07-14,2014-12-14,2014
2717,SIELMAN SA,GRC,100875,MAIN BEARING REPLACEMENT,2014-07-14,2014-12-14,2014
2718,SIELMAN SA,GRC,117600,"CABLE AND CONDUIT ASSEMBLY,ELECTRICAL",2014-07-14,2014-12-14,2014
2719,SIELMAN SA,GRC,170400,CIRCUIT CARD ASSEMBLY,2014-07-14,2014-12-14,2014
2720,SIMMEL DIFESA SPA,ITA,2025000,SUPPLY OF AMMUNITION,2014-07-14,2014-12-14,2014
2721,SMITHS DETECTION-WATFORD LTD,GBR,173385,CAP. PROTECTIVE DUST,2014-07-14,2014-12-14,2014
2722,SOUTHEAST AEROSPACE INC,USA,106810,RADIO SET,2014-07-14,2014-12-14,2014
2723,SPECIALIST TECHNOLOGIES LTD,GBR,128732,SUPPLY OF SPARE PARTS FOR MK88A HELICOPTER ENGINE,2014-07-14,2014-12-14,2014
2724,STEEP GMBH,DEU,231293,"DIVIDER,POWER,RADIO FREQUENCY",2014-07-14,2014-12-14,2014
2725,STEEP GMBH,DEU,1666603,PORTABLE FIRE PROTECTION EQUIPMENT,2014-07-14,2014-12-14,2014
2726,STIMPEX SA,ROM,454949,DINING FURNITURE,2014-07-14,2014-12-14,2014
2727,STRABAG-MML KFT,HUN,571572,SECURITY FENCE PH1 - CONSTRUCTION,2014-07-14,2014-12-14,2014
2728,SYMANTEC (UK) LTD,GBR,136890,PURCHASE OF NEW LICENCES SYMANTEC ENTERPRISE VAULT STORAGE MGMT ADV,2014-07-14,2014-12-14,2014
2729,TDA ARMEMENT SAS,FRA,12856514,EDITION FOR MICROSOFT EXCHANGE SUPPLY OF AMMUNITION,2014-07-14,2014-12-14,2014
2730,TECHNIK CONSULTING ALVADE,ESP,156000,"SIGHT,THERMAL",2014-07-14,2014-12-14,2014
2731,TECHTEST LTD,GBR,95700,"BATTERY,STORAGE",2014-07-14,2014-12-14,2014
2732,TELEGI SRL,ITA,168671,LIGHTING TOWER EQUIPMENT,2014-07-14,2014-12-14,2014
2733,TELEMETER ELECTRONIC GMBH,DEU,121941,VXP VIBRATION ANALYSIS,2014-07-14,2014-12-14,2014
2734,TELEMETER ELECTRONIC GMBH,DEU,245876,VXP FASTRAK KIT,2014-07-14,2014-12-14,2014
2735,TELEROB GESELLSCHAFT FUER,DEU,182291,SUPPLY OF AMMUNITION,2014-07-14,2014-12-14,2014
2736,THALES PROGRAMAS DE,,,,2014-07-14,2014-12-14,2014
2737,,ESP,1943125,PURCHASE OF PR4G SPARE PARTS,2014-07-14,2014-12-14,2014
2738,ELECTRONICA,,,,2014-07-14,2014-12-14,2014
2739,THALES RAYTHEON SYSTEMS,FRA,86625,"ACCUMULATOR,REFRIGERANT",2014-07-14,2014-12-14,2014
2740,THALES RAYTHEON SYSTEMS,FRA,102151,CIRCUIT CARD ASSEMBLY,2014-07-14,2014-12-14,2014
2741,THALES RAYTHEON SYSTEMS,FRA,112727,CIRCUIT CARD ASSEMBLY,2014-07-14,2014-12-14,2014
2742,THALES RAYTHEON SYSTEMS,FRA,1424706,"HOUSING,PLUNGER,ACTUATOR",2014-07-14,2014-12-14,2014
2743,THERMAL BEACON LTD,ISR,258880,SEGNALATORE TERMICO,2014-07-14,2014-12-14,2014
2744,TOSCANA ALLARMI SRL,ITA,91753,SERVER,2014-07-14,2014-12-14,2014
2745,TRANSAERO INC,USA,106833,"VISOR,DUAL HOUSING",2014-07-14,2014-12-14,2014
2746,TURBOPOWER LLC,USA,977477,501-D22A ENGINE,2014-07-14,2014-12-14,2014
2747,ULTRA ELECTRONICS LTD,GBR,486578,SONOBUOY,2014-07-14,2014-12-14,2014
2748,US INTERNATIONAL DEVELOPMENT,USA,282227,CONFERENCE ROOM EQUIPMENT,2014-07-14,2014-12-14,2014
2749,VALLON GMBH,DEU,858000,MINE DETECTING SET,2014-07-14,2014-12-14,2014
2750,VERAGON ITALIA SRL,ITA,160000,WATER PURIFICATION PLANT,2014-07-14,2014-12-14,2014
2751,VITROCISET SPA,ITA,120239,STINGER AMTS REPAIR,2014-07-14,2014-12-14,2014
2752,VITROCISET SPA,ITA,220000,"AMRAAM I-MBTS, TMS, SPARES AND TRAINING",2014-07-14,2014-12-14,2014
2753,VMZ CO,BGR,2746000,SUPPLY OF AMMUNITION,2014-07-14,2014-12-14,2014
2754,WEILER WERKZEUGMASCHINEN,,,,2014-07-14,2014-12-14,2014
2755,GMBH,DEU,91793,LATHE,2014-07-14,2014-12-14,2014
2756,ZODIAC AEROSAFETY SYSTEMS,FRA,185172,"KNIFE,COMBAT",2014-07-14,2014-12-14,2014
2757,ZODIAC AEROSAFETY SYSTEMS,FRA,652523,HARNESS CONTAINER MMS 350 WITHOUT DROGUE,2014-07-14,2014-12-14,2014
2758,ZODIAC MILPRO INTERNATIONAL,FRA,109037,FC470 FUTURA CDO SHORT SHAFT-ROLL-UP FLOOR,2014-07-14,2014-12-14,2014
2759,ACSI,FRA,148500,CIRCUIT CARD ASSEMBLY,2014-01-14,2014-06-14,2014
2760,ADVANCED AEROSPACE DESIGNS,,,,2014-01-14,2014-06-14,2014
2761,NV/SA,BEL,187902,VIGIL II AAD,2014-01-14,2014-06-14,2014
2762,ADVANCED THEODOLITE,,,,2014-01-14,2014-06-14,2014
2763,,USA,294965,C-130 LIRCM_KIT,2014-01-14,2014-06-14,2014
2764,TECHNOLOGY INC,,,,2014-01-14,2014-06-14,2014
2765,AERO PRECISION INDUSTRIES INC,USA,259944,"HUB,PROPELLER,AIRCRAFT",2014-01-14,2014-06-14,2014
2766,AEROSPACE LOGISTICS LTD (ASL),GBR,2600000,"ENGINE,AIRCRAFT,TURBO-PROP",2014-01-14,2014-06-14,2014
2767,AEROTEC GROUP,FRA,92246,CASQUE JVN,2014-01-14,2014-06-14,2014
2768,AEROVIRONMENT INC,USA,384378,PUMA AE SYSTEM - KIT,2014-01-14,2014-06-14,2014
2769,AGEOTEC SRL,ITA,229550,REMOTELY OPERATED VEHICLE PERSEO,2014-01-14,2014-06-14,2014
2770,AGUSTA AEROSPACE SERVICES SA,BEL,352491,SEAL,2014-01-14,2014-06-14,2014
2771,AGUSTAWESTLAND LTD,GBR,471226,BEAM,2014-01-14,2014-06-14,2014
2772,AGUSTAWESTLAND SPA,ITA,91132,"BOOT,DUST AND MOISTURE SEAL",2014-01-14,2014-06-14,2014
2773,AIRBUS DEFENCE & SPACE GMBH,DEU,156751,POWER SUPPLY SET,2014-01-14,2014-06-14,2014
2774,AIRBUS HELICOPTERS,FRA,98470,"LEVER,REMOTE CONTROL",2014-01-14,2014-06-14,2014
2775,AIRBUS HELICOPTERS ESPANA,ESP,379169,HELICOPTERS PLATE ASSY KIT,2014-01-14,2014-06-14,2014
2776,AIRCRAFT MAINTENANCE SUPPORT,GBR,898371,SINGLE DOLLY INTERFACE,2014-01-14,2014-06-14,2014
2777,AJ MARITIME,CAN,149860,TRANSPORTATION,2014-01-14,2014-06-14,2014
2778,AMETEK AEROSPACE PRODUCTS INC,USA,120201,FUEL PROBE,2014-01-14,2014-06-14,2014
2779,AMPER PROGRAMAS DE,,,,2014-01-14,2014-06-14,2014
2780,ELECTRONICA,ESP,164015,"SUPPORT,RADIO RECEIVER",2014-01-14,2014-06-14,2014
2781,AQUALUNG - LA SPIROTECHNIQUE IC,FRA,191460,DIVE FUSION KIT NON MAG S/M,2014-01-14,2014-06-14,2014
2782,ARIS SPA,ITA,159000,MOBILE LIGHTNING EQUIPMENT,2014-01-14,2014-06-14,2014
2783,ASSOCIATED AIRCRAFT MFG & SALES,,,"FILLER AND BLEEDER,HYDRAULIC",2014-01-14,2014-06-14,2014
2784,INC,USA,86591,"SYSTEM,POWE",2014-01-14,2014-06-14,2014
2785,ASTRIUM SERVICES ENTERPRISES AS,NOR,173349,SUPPLY OF COMMAND POST AUDIO INTEGRATION KITS,2014-01-14,2014-06-14,2014
2786,ATLAS COPCO COMPRESSORS,,,,2014-01-14,2014-06-14,2014
2787,,BEL,98973,LOW PRESSURE AIR COMPRESSOR,2014-01-14,2014-06-14,2014
2788,BENELUX,,,,2014-01-14,2014-06-14,2014
2789,AVIALL SERVICES INC,USA,80575,"THERMOCOUPLE,CONTACT",2014-01-14,2014-06-14,2014
2790,AVIALL SERVICES INC,USA,128676,"DIAPHRAGM,STEAM TURBINE ENGINE",2014-01-14,2014-06-14,2014
2791,BASIK AIR CONCEPT,FRA,118831,X-SHUT SPIDER HAHO SET,2014-01-14,2014-06-14,2014
2792,BIA SAS,FRA,114630,"CHAMBER,ENVIRONMENT",2014-01-14,2014-06-14,2014
2793,BLUE AEROSPACE LLC,USA,776343,"FAN,CENTRIFUGAL",2014-01-14,2014-06-14,2014
2794,BRUKER DALTONIK GMBH,DEU,2350675,"SPECTROMETER, INFRA",2014-01-14,2014-06-14,2014
2795,BSB BELGIUM,BEL,265858,SAP CONSULTANCY SERVICES,2014-01-14,2014-06-14,2014
2796,BSB LUXEMBOURG,LUX,435550,SAP CONSULTANCY SERVICES,2014-01-14,2014-06-14,2014
2797,CASSIDIAN BELGIUM NV,BEL,304200,MSSR 2000I MODE S 500W,2014-01-14,2014-06-14,2014
2798,CASSIDIAN OPTRONICS GMBH,DEU,83224,"DRIVE ASSEMBLY, PER",2014-01-14,2014-06-14,2014
2799,CEMTROL INC,USA,130774,"VALVE,BALL",2014-01-14,2014-06-14,2014
2800,CHEMO HELLAS SA,GRC,813000,SPECIAL TYPE G48,2014-01-14,2014-06-14,2014
2801,CHEMRING COUNTERMEASURES LTD,GBR,2540063,"FLARE,COUNTERMEASURE",2014-01-14,2014-06-14,2014
2802,CHEMRING COUNTERMEASURES LTD,GBR,4502821,SUPPLY OF AMMUNITION,2014-01-14,2014-06-14,2014
